24060,30794,"67fcbdd4ce38456d18ae613b692a067d266c18112f6ea1456194d37d05d73bff",1375,"0.01",1502298908
24061,30795,"9b66715d764332ac0ebd09bfb9fde97486c481c8564ea238f948335dbb03e1e1",1375,"0.01",1502299261
24062,30796,"97330b53302b53635ef78e6d27a79a7eb386b4d276aeba5342b941ea851a5a83",1375,"0.01",1502301121
24063,30802,"7edd72a91fc584cee7044363ed3880d3891c54bed1c2af8213df1d30151df8bc",1383,"0.01338909",1502390821
24064,30807,"f0127af7a9049885642f1d27a959048e5498450b1d8c97bb6ba57f6599cfc58f",1392,"0.032",1502391302
24065,30808,"69982dab86a13e9401577025bc31cebcbabc2ebb90affcff6d9e63069717208d",1392,"0.0016",1502391302
24066,30809,"0b1d94d85c6cfe2424870d5d1429d481285c92e7f4f1adddcb7ed5c4ec57bafb",1379,"0.004",1502391421
24067,30811,"fb95382fad9b105dc5a8e53f038a7276fc5518e09ca201ccd4d5d5c4ea167300",1379,"0.004",1502391541
24068,30812,"bb419be14beea002af6c34a485a2366dc1590f36de2dde2748937c5dd998828c",1398,"1.0064",1502391661
24069,30813,"ccb8f40f2f79a15309194037cc9dcfe6252e5a628a2beeb7a4454cff0a812314",1405,"0.14202827",1502391721
24070,30814,"7ec378a14376dd02cd9259d1d76cfa59d44a467704db8c891374f74735ed2eb8",1381,"0.01850754",1502391722
24071,30815,"111b30a18506621802f2856b5cd492b645f389baaff1063e96bb01d48f39738d",1402,"0.01192",1502392621
24072,30816,"847106445b9f8ffa7b9436818003b3305578d5bd2ae9498589fe1d34c2945518",1415,"0.00863137",1502392681
24073,30818,"9167378b42eb866228f9a3484adaf896f17884aec59bfd0feb0bbcd9756b03c2",1407,"0.00173333",1502392801
24074,30820,"64085b1161ad3cd1a2796b9dd20fafc3e2796bddbe74e995312dc4ca316146b7",1421,"0.08233295",1502393221
24075,30826,"fb53b2fbbeca836a3976558875244027d5f4ca551573657e91dad80d6c2196b1",1387,"0.01930719",1502397301
24076,30829,"dc00f7828023e94dc1e2e23c89c016e86dd9740a8f5ecb30dbad80032f1f4463",1435,"0.01258578",1502397901
24077,30830,"32e2234a86acd4d9bef3adbc9070f01479a01371b9463eaf0b6d35fb805507e4",1437,"0.02027284",1502397961
24078,30831,"6a0c9ab830ac1b797204ab689f198111dca6d0408f73b1c3f5fbc4227aea4d3a",1439,"0.0021085",1502398081
24079,30832,"c75774c0ab7445db784ce6b18b2cd5c6dbf6681708e26159868534ec09eae8d8",1419,"0.05696",1502398322
24080,30833,"b054aaf3729472a4e3eb862db78bdb72a8b4d91265007aab65fef9096fdc73a4",1440,"0.01976677",1502398441
24081,30836,"2a81b0db253a2f3db69e336fb1f3e0adf2cfce0d43ad43fe662381fd2f428bd1",1456,"0.008",1502401201
24082,30838,"691526db516871488d86566dc11117db49fb1092e27086f67695115e7ac1c5f0",1392,"0.04",1502401801
24083,30842,"d7da3455aa295ae3fee391cf2ac73ef5b4f9bf18abb5175f3e115bc29b4157d5",1476,"0.00846403",1502404021
24084,30843,"25cec992063f61f01d083f4dd8849f4ac46bcb3fcb5710ded70b1c847e6101db",1481,"0.13877289",1502404441
24085,30845,"7fbb867e368c50c2bad3923670eba5cfa3a192a9facd3af3525678d355c32f3c",1486,"0.0016",1502405581
24086,30846,"4b71583fbf61614698026261eebcfe9c5cc3c18e06404c9dac366ae38a1fabef",1487,"1.12075811",1502405641
24087,30848,"8c59de01046c6c4d49741717a8f12edacb0df399065952110a57036b63442721",1501,"0.0096",1502409901
24088,30849,"a5082c8bb1470c806bd875fcb1ab5c07e00bd86fae3899fcdcda29cd3b8ee6e4",1431,"0.02276",1502409901
24089,30850,"16894d00acfc69e9dd239e0f46ade4d55abe8f383c1121d9de3b64c04de7143a",1505,"0.01434808",1502411101
24090,30856,"2e2a5734381470de243ef754b6bb64b3565d8c7d9c524cf7cdd7267d71f610a6",1507,"0.0465688",1502415121
24091,30857,"095f0697501da16393b72896e2c6ae49ef5e847743766fc8b406048cc7c90cb7",1509,"0.136",1502415721
24092,30858,"b2b3d28f5d34ba5642b7357f9852ca08b310f931e65b3fd504b3ad39add408a1",1510,"0.0112",1502418541
24093,30860,"1ebd9b5cc713de67dd98ed29f558db4e7c91f5b0109f9a3b95c47f0110c29c8f",1519,"0.0728",1502421301
24094,30863,"e9f7a7083e04398e2ce2371d83575a5c96ca6a4e25595cc1a7949774e4f54d26",1529,"0.01112759",1502423581
24095,30866,"0bd2417d134bc26e2ee7838f54fdf68be2104e2a9dad7795b62cf15455b07fb7",1530,"0.0015992",1502427062
24096,30868,"135efd04e5ed9ad5d249b492fe73b3ace1ff740f18491207d3ca5a636fb31ecd",1544,"0.0198208",1502427181
24097,30883,"6aa9b39cc1d230d8533494b60467bbddc9e3b90fb14445d7a8f139caa9a69a5f",1569,"0.21405421",1502431741
24098,30887,"813b3fcc4ba3590854c93c4bc71bf444483b7323b8d47a5e5b9056b3696055fe",1461,"0.0015992",1502434441
24099,30891,"a02ac705ab0b2f1cbbb057f6806e6ea231f4d03b169ae8e0f319c20441d587d4",1585,"0.01906784",1502438341
24100,30892,"0237951baf7e8ec7ad700d9219724ce65be6c41fd8919eff5a5b818f23de3ce1",1384,"5.22781423",1502438521
24101,30893,"bfc30a12e5ea0ab1b212b5b5fe9b272aeff256b1fd26818941610d6043547f3a",1579,"0.2630356",1502439481
24102,30896,"bbb8d73117f1bbd5bb5f33a1a2800a1ee6b30c1f1d6cba4998096a5048e98204",1593,"0.04",1502441281
24103,30900,"7d1b7a70055317fd00f182bf2b8a3b35c2a61882cf9a82f69bf9a823c1ed2ee4",1545,"0.01386801",1502442122
24104,30902,"352d5d8419304a619175830923a632db3006e940e2ce4ae34490a875c1e9fb23",1457,"0.0032",1502442481
24105,30904,"d850f9474976fc83950e5016f2430035882351df5d018b0177e5cf833a1b8732",1608,"0.4848",1502444461
24106,30905,"25d2312f15e3c08476b293c1b0536cf11a84c0b883fbcec05d505255fa27ab80",1452,"0.01484431",1502444761
24107,30910,"ca4a9158f0d742014aa05acdebd12616bfb6996c46ed4d8f0ef6023fd73c7173",1450,"0.00462893",1502449501
24108,30915,"2005cc2d154bb60026cce9c0535a663a42d7ed68f814fdce1133f752e95ac652",1625,"0.03872558",1502452801
24109,30925,"e918ea7c4439d1901d62920141708617689fb543ffc2f5f0f3482f9c0793b970",1521,"0.04929223",1502463661
24110,30928,"c203cd56cacf454146c528533e117f92fe01adef41eeb13b2f9e10db75f5c27d",1424,"7.45870982",1502467502
24111,30929,"c03c222e715ef01eb6533e6bf8fb122c45adbcbdb003591cc8fdaf9ca78098b3",1656,"0.01276346",1502467561
24112,30930,"a9ed7fec9a5923101fd8499a64453b5442274c5d16be215fdb6cd0bca9199241",1657,"0.13553232",1502467621
24113,30931,"e86321f5b8999d37310216bdb4a6dcd1ddf446be2e77732f499ea976b4411d49",1533,"0.0014144",1502467681
24114,30932,"58395ac17a49dfcac0b612470275b36abd46e7dec40b27db9566fbe97cc23ad6",1668,"0.0096",1502472901
24115,30933,"fb50f20648f626e4475d77d32c8fd969eb66cba644525b1f1ef7e64abe761bd1",1616,"0.004",1502473261
24116,30936,"ad8491b4ba82e9373d24a4c8577244eb438750852c5f677b6a1d387aa0f59d5b",1674,"0.16788057",1502474101
24117,30938,"fa3cfd5475b9e5bce68af5c3e4158848cb8969df909d1d381a7faf887ecaae69",1679,"0.026432",1502476081
24118,30940,"af2198ffc0327f222a3f332347ef4664a125840b2c77cd06b43ca519bbc9b3df",1682,"0.00480009",1502479081
24119,30944,"e008313e4b437ff7cf67193bf328407887817cea7b872f3fda43223125fc928e",1421,"0.08233295",1502482681
24120,30945,"9293cc184c109da3041a8e8d56bcb9f01a20a632f32680a9843a88c378ab68f7",1381,"0.01852234",1502483881
24121,30946,"5d7a34b7d119377b489fd75fd63d92129e1b8d86f3151ebd5e44cb292489733c",1435,"0.01259584",1502485741
24122,30947,"fafe36f24aac0a8240ff4d34be4cbabec26232efec49c3cff5beb972e09a9076",1485,"0.00471105",1502486641
24123,30949,"97e7410df5652748cb60a2f4936d25dd870b2e829f447f10148af90537494a8b",1440,"0.016",1502488801
24124,30950,"ec3a0d5b45374e242d4413441762e075e49e069fd27170e5778dca7c401e82bd",1440,"0.00378257",1502488861
24125,30951,"465637ee32fa97496230697b5fcd5e67daa7b317037da7ced5f0591344b4f8e6",1437,"0.02028905",1502488982
24126,30954,"ea7868bd6719f1d2f022c466f5b4a8a855c1b84696672238d7cb66a868a5fc90",1476,"0.00847079",1502491202
24127,30955,"39fafd5fa3cb8ce58660b88e9338fdb6854afcdb3c1ee763361cbcfa26180c4f",1481,"0.1388839",1502491621
24128,30958,"a027e3227a4cf313800787d6ced6d833799f07258a8f3482917ae73316308790",1407,"0.00173471",1502493901
24129,30960,"273a9adc9cab2ef7fe04f6bac2276dcc1e58d956ebbcbc4dc70b871c24d60e36",1487,"1.1216",1502496721
24130,30963,"b0d657c5396aa9dbe131d706d3b922ec439fcd3ceff7098f15875b6bb076665b",1419,"0.05700556",1502499541
24131,30965,"f02c7df1caabb7759b02323f5ff8810d54ca3b073ac148dcb2fb08ed5bfec26c",1486,"0.00160127",1502501162
24132,30966,"ad2f01b68a98da3e7385c22bbc68ef9963c820cb31d7c0ecdd71b25a3f096011",1509,"0.136",1502502241
24133,30968,"0b0381b956c69dd1ac0aa958864715678feb80557e91c06c0d32b4071f50f94c",1415,"0.00863827",1502502721
24134,30970,"c1964c7c261f8f2dd96018ab2d0bb78d247445dd1f284d20203289adad62aa72",1501,"0.0098",1502504161
24135,30971,"6a9c6fd3acb5f220e1e1fd297a62fc18d7916b8f57044f8aa4f01ec0426c185d",1402,"0.01198744",1502504761
24136,30972,"86383423e0ba87210fe9fc88a3731e89733daaa38e8c678a2772d8af347a5fc6",1510,"0.0112",1502505241
24137,30974,"03db4da62ade78f4ecf7d75cdfa5460c1fd35071d4029489fee61777989e9cba",1544,"0.0038211",1502513641
24138,30975,"6ab8e90721dafa04c9f466a03a4d672fc00e745779e8c648538c06399f969488",1532,"0.0019802",1502514301
24139,30977,"bf215735d445c8812a6dfa213b0bfc1653caf619cd32e157417095cb3d992516",1699,"0.03813569",1502516341
24140,30978,"5bd7176494fbddf8baa0bb18533d0a8e6a12c00ed6b9a8ec3a6ccfb43a19e7da",1700,"1.88712102",1502517481
24141,30979,"0e13e4254eec899feb8938672e3da3070798fb71303e31e31b6e47dc25273101",1398,"1.0069904",1502518381
24142,30980,"dcd8b97d6c0d0dda02499cadf517d30beacf194f968d7b1270adb70ccf241cc2",1379,"0.004",1502518801
24143,30981,"48449650dcfc737225a4853da5d2b3f514b08ab6714fae0dd6f2ec8057ea9e87",1379,"0.004",1502518801
24144,30983,"7a8d703c52a872745e0b209887255a594ad445fe61ca9f25d44ba6215db766a1",1706,"0.11864",1502523181
24145,30984,"57358521473596b8e96708efb873e19ce4c254316e4e2eda1de73783fee337a6",1530,"0.00160047",1502523961
